tweet,label
"Phew. Boy Howdy! I feel so much safer now. Now, about those 40 homicides that we have had in 6 months? #pdx #crime",1
"This is one of the biggest lies Joe Biden has ever told. 
 
 #Bidenadministration #crime #Democrats #hatecrime #JoeBiden #liberalracism #massshooting #NewYork #racebaiting #racecard #racerelations #USnews #whitesupremacy #Wisconsin",0
"Now that's real gun control: hitting the violent attacker and saving your partner. 
 
 #crime #Ohio #police #SecondAmendment #SelfDefense #USnews",0
"A Country Lane resident on this week's shooting: ""You hate to come home with eyes in the back of your head, but that’s what you think about now.”
 #barrie #crime",1
"The police laid a trap and managed to catch the accused who was absconding after killing the tea vendor
#Delhi #Crime |",0
How long will the mucky madam Ghislaine Maxwell actually serve after being sentenced on 28th June? #Ghislaine #GhislaineMaxwell #GhislaineMaxwellTrial #JeffreyEpstein #PrinceAndrew #abuse #sextrafficking #crime #truecrime #LockHerUp #disgrace,0
"In a shocking incident, some thieves stole a laptop, documents and cash worth Rs 1 lakh by breaking archer #AbhishekVerma's car window in Delhi's Rohini area.
#Delhi #Crime",0
"Two men kidnapped a 12-year-old girl from Bhopal's Berasia town, situated on the outskirts of Madhya Pradesh, for selling her to a human trafficking gang.
(
 )
#Bhopal #News #Crime",0
"A man allegedly killed his wife and injured his 6-year-old daughter in the Ghatikia area of #Bhubaneswar after he was denied money for buying drugs.
(
)
#Crime",0
"The 16-year-old #Lucknow boy, who allegedly killed his mother after being forbidden from playing mobile games, threatened and offered Rs 5,000 to his friend to dispose of the body.
(
)
#News #Crime",0
"The police that had arrived to catch the dacoit was thrashed and beaten up by his associates and villagers
(
 )

#MadhyaPradesh #Crime",0
I finally managed to put a vlog together! This one on school shooters was inspired by the recent tragedy in Texas where 19 were killed. Take a look at #crimepsych #crime #truecrime #profiling #psychology #SchoolShooters #SchoolShootings,0
"Unconfirmed reports of Shireen Essop who went missing few weeks ago in Philipi been found and safe with her family.
Above highlighted the spate of hijackings and kidnappings here in the Western Cape that led to the tragic lynching of an innocent man in Grassy Park.
#crime",0
"There's no way to fix the #SecondAmendment. Let's just get rid of it 
 — Article like this reveal true intentions and kills negotiations. #GunRights #GunSense #GunControl #2A #Guns #Rifles #AR15 #Safety #Crime #PublicSafety #Shootings #2ndAmendment",0
"Growing risks from these weapons which can be made at home 
 #crime #gangs #guns Crime gangs build untraceable ghost guns, including glocks and semi-automatic rifles via",0
#ChildLabour is a #crime and it is the duty of each one of us to raise our voices against it to make this world a better place to live. #WorldAgainstChildLabourDay,0
"Where white supremacists and other gang activity is allowed to flourish.
Frank DePalma spent 42 years in prison, 22 in solitary. Listen to how prisons enhance and allow racial supremacy to live.

#endracism #BlackLivesMatter #crime Jail #PoliceBrutality",0
"Inbox: The suspect accused of ""executing"" a 9-year-old girl in #Houston last night, was out on 5 bonds including one for Felon in Possession of a Weapon. 

#Guns #Texas #Crime",0
"This week there’s more activity by #police to #help #protect the public & reduce knife #crime. Ranging from intelligence-led searches, raising #awareness, and much more. Working #together with YOU we can help make #London a safer place - #ChooseALifeNotAKnife #LondonNeedsYouAlive",0
"Girl killed in celebratory firing in Gwalior. Despite ban, the practice of firing during weddings continues in Chambal region of MP though people keep getting injured and there are regular deaths

#MadhyaPradesh #Gwalior #Bhopal #Murder #Crime #Child #India",0
The senseless attacks on our farmers is outrageous & needs to STOP & be dealt with swiftly with the full force of the law! #FarmAttack #Crime,0
"More #crime /#GunViolence on 1 day in 1 small area: 1) man shot near GH Library; 2) armed robbery w/ pistol whipping off Crestmoor; 3) armed robbery at 18South/Horton. Our families deserve #safety #security. Also, crime=tourismno more IT city. Info & action required.",1
"Trump Quotes Bible, Ignores Jim Acosta Shouting, ‘Will You Do Something About Guns?’ Watch White House Video. Will you do something about guns?. #Crime #CrimeStory",0
"America chose to ignore the refugee problem, creating a backlog and desperation in refugee camps.
It's time we faced the #BorderCrisis directly like adults are in charge again.",1
"""Our dream for immigrant children is to see them survive a clear, healthy pathway to safety at our borders, education and citizenship, along with their families."" Thank you for supporting our work with #immigrant children from the beginning, Angela & Joel.",0
#WhiteSupremacy continues to govern #US & rest of this world. #BlackLivesMatter #BlackTwitter #BLM #GeorgeFloyd #GeorgeFloydTrial #USA #US #Biden #BidenActNow #BidenBorderCrisis #bidenpressconference #Bidenfall #BidenCalm #bidendown #BidenFalls,0
A Vice President admitting her own crimes against humanity! Has she handed herself in? The current Atrocities and draconian conditions young children are subjected too entering the USAsouthern border are most definitely the worst in living memory! #BidenBorderCrisis #COVID19,0
"I am a Hispanic American. 

I support President Donald J. Trump.

I also support LEGAL immigration. Our border is a mess! 

RT this to tell Joe to fix the #BidenBorderCrisis.",0
"#earthquake #COVID19 #BehindHerEyes #cosplay #druck #ENVtuber #earthquake #EndSARS #inspiration #NFTCommunity #Kemp #quote #royalehightrading #BLM #BidenBorderCrisis #BREAKING 
#SinceBidenBecamePresident border policy is inhumane Boycott against far Left woke #CocaCola begins!",0
"American homeless are worth less to this leadership than illegal immigrants. How is this okay? How is there not outrage that homeless were kicked out of a convention center in San Diego to bring in illegal immigrants?!

#BorderCrisis #BidenBorderCrisis #AmericaFirst #Trump2024",1
"Want to solve things like the #BorderCrisis? Work #upstream and change - universally - the way we plan families. More at 

Urge #Biden to adopt #FairStart. 



#Biden #BidenActNow #BidenBorderCrisis #Trump #COVID19 #coronavirus",1
"Turkey was known as the Poor Man of Europe before WW1
Britain was known as the Poor Man of Europe before joining the EEC

Its #ironic that a Turkish #refugee / #immigrant family member is making Britain the Poor Man of Europe again. while making himself a millionaire !",1
"There are now over 18,000 unaccompanied minors in Border Patrol custody at the border thanks to Biden’s immigration policies. This is inhumane and unacceptable. #BidenBorderCrisis",0
"The crisis at the border is a direct threat to our national security.
, reinstate the policies that worked and stop threatening the lives of Americans. #BidenBorderCrisis",1
"They lied/lie 2 us about: #virus origin, #covid #'s, #masks, #CovidVaccine, #election2020, #FalseFlags 4 #GunControl, 911, #BorderCrisis, sleeping w/#CCP, serving corp/their greed, plan 2 take our guns, homes, cars., being 4 America but r 4 #NWO. the list's long. #TrustIsGone!",1
"Have you signed yet? 

The Biden administration must be fully transparent with the media. It should not merely offer scripted, guided tours as if our reporters are inspectors in an Iranian nuclear facility.

#Biden #BorderCrisis",1
"Instead of trying to solve the #BidenBorderCrisis, 
 is defending Democrats' radical immigration policies that risk the health & safety of Americans. #PA08",1
Join us on 4/20 at 11AM EST for the virtual launch of the #GANursingGuide! This event will bring together leaders in the field of #immigrant and #refugee economic integration to highlight how the comprehensive guide can help open career pathways. Register:,0
"Excited to join 
 at 8:30am this morning to explain how we (in the Trump administration) left Biden then most secure border in history and he ILLEGALLY turned it into the #BidenBorderCrisis - and how I’m fighting back! #TX06",0
"Una reflexión q vale la pena leer! The West’s Obsession With ‘Good #Refugees’ Is Bad Policy “Wealthy countries love to celebrate #immigrant success stories, but they are letting many potentially productive citizens fall through the cracks.”",0
Reports of ‘profound overcrowding’ at facilities for migrant children that are being ‘stretched beyond thin’ are increasingly distressing – all vulnerable unaccompanied children must be given the care and protection they so desperately need #bordercrisis,0
"Biden and Bustos created this border crisis. Kids in cages more than ever before, children smuggled, and young girls being trafficked daily. America is watching. #BorderCrisis #KidsInCages #humantrafficking",1
"""The Biden administration is opening a temporary facility for unaccompanied migrant children next to the Texas border patrol processing center where leaked photos and videos have revealed overcrowded holding areas."" 
 #BidenBorderCrisis",0
"This just breaks my heart. Young boy left on the border by the group he was with. Alone and scared. 

#BorderCrisis #BorderPatrol",0
"In an all to familiar story, the United States Customs and Border Protection agency announced the rescue of two additional children who had been abandoned at the border.

According to the release, around 3 p.m. #BidenBorderCrisis #Bordercrisis",0
"This child broke my heart. His eyes were swollen from crying & he could hardly catch his breath between sobs.
Imagine causing this disaster because the resident pansy couldn't wait to roll back President Trump's decisions?
biden is a prick.
#BorderCrisis",0
"Islamic terrorists are entering US through its southern border amid immigration crisis and the #Biden administration is busy covering it up

Immigration crisis has put the national security of the US at tremendous risk

#BorderCrisis",1
The Biden administration opened another 2 emergency holding facilities in #Texas used to house unaccompanied minors who illegally crossed the US #Border amid the ongoing #BorderCrisis.,0
"Great piece by 
 on the #BidenBorderCrisis. VP Harris laughs when asked if she will visit the border, meanwhile, terrified children are being trafficked and abandoned by dangerous coyotes & terrorists on the FBI watch list. This has to STOP!",0
I will continue to push back against the release convicted criminal illegal aliens. The Biden Administration is demonstrating a blatant disregard for Texans’ and Americans’ safety. #BorderCrisis,1
"The #BidenBorderCrisis is real and it’s a horror show. Children being abandoned in the desert and overcrowding at every facility. Maybe VP Harris will make her way down there soon and get a snack, while she is there.",0
"After Reports of Kids Being Molested at TX Migrant Facility, Pelosi Says “We’re on Good Path” at Border - What planet is she living on? #BidenBorderCrisis via",0
These are the images the Biden administration doesn’t want you to see. They blocked the media—but the American people deserve to see what we saw. We need to fix this ASAP. #BidenBorderCrisis,1
"It’s time for the Arizona homeless to show up at these hotels.
Enough. #BidenBorderCrisis 

Metro Phoenix hotels to start housing migrant families released by ICE",0
What's happening at the border actually makes this admin willing participants in Human Smuggling & Child Trafficking. #BorderCrisis #HumanRights #ChildTrafficking,0
"“The American people deserve to know why their money is being funneled to illegal immigrants,” 
 said.

House Republicans are pushing for an audit of the #ReliefPackage after #NewYork created a fund to send payments to #IllegalImmigrants.",1
"VIDEO: 
 EXPOSES the #BidenBorderCrisis.

""I can't even in good conscience call President Biden - president. I have to call him trafficker in chief.""",1
"Human being are not fungible. Any analogy that compares immigrants to a commodity is not just a terrible analogy, it is dehumanizing. 

There is an ongoing #BorderCrisis. The way to end it is to set reasonable limits and to strictly enforce those limits.",1
"60 MILLION of American tax payers dollars are being spent to continue the #BidenBorderCrisis.

Why are the American people paying the price for the Biden Admin’s leftist failed policies? 

I remember when we put America FIRST under President Trump.",0
"Joined 
 to discuss my upcoming trip to see the #BidenBorderCrisis firsthand.
 and 
 are refusing to visit the southern border. They're more focused on packing the Supreme Court than keeping America safe.",0
170000 border arrivals in March -a 15yr high & 71% increase from Feb! (19000 unaccompanied minors -highest monthly ever!) Most women r victims of sexual violence in trek north. Every serious expert thinks this is unmitigated catastrophe. Media should speak up.#BidenBorderCrisis,0
"The federal government has opened nearly a dozen intake centers across Texas as a temporary fix, but it's not enough. Here's how you can help. reports. #khou11 #bordercrisis",0
"We the people of SaudiArabia are deeply concerned for the safety and well-being of the thousands of children kept in inhumane conditions by the American government in unsafe and covid-19 prone holding cells.
#BorderCrisis",0
"So thousands of Aussie citizens stranded & bi-national couples separated, but a ""mega concert"" is happening next week. WHAT THE F**K IS GOING ON?! Where are the priorities? #LoveIsNotTourism #LetUsBackToAus #BorderCrisis #humanrights #MentalHealthMatters #partnersapart #australia",1
"What’s it now 50,000 , 100,000 illegals at $800 a day lol who’s actually stupid #CoronaUpdate #illegal #BidenBorderCrisis who you thinks going to pay for it ?",1
"Cali Court won't let 14 states challenge Biden overturning 'Public Charge Rule.'
Rule would have let govt deny residency if noncitizens would use welfare, food stamps, etc.
100,000 people illegally crossed #border in Feb. 
#SundayMorning 
#BorderCrisis",1
".
 to ""Put me in, Coach!""
#Pediatricians want to be actively advocating for the welfare of #immigrant children at our border! 
#AAPAdvocacy2021",0
"Just when you think Mayor Pete can’t say anything more stupid.
What’s next on the #BidenBorderCrisis & #infrastructure agendas? A non racist bridge with no gates and welcome signs with blanks checks for anyone entering from Mexico intoAmerica?",1
"It's so crazy because US HOMELESS HAD TO LOSS HUNDREDS OF LIVES DURING THIS PANDEMIC BEFORE WE GOT HOTELS(AND THEY ENTERED THE COUNTRY ""ILLEGALLY"".WOW.
 THEY GONNA BE LET GO TO LIVE RIGHT IN THE SHELTER'S and TRY TO TAKE OVER LIKE THEY A GANG.
#BorderCrisis",0
"African Americans getting greedier by the minute

pretend these country's that are as old as me and ruthlessly governed by colonial super powers tru their bloodsucking #transnational CORPORATIONS

#Reparations #ados

#BidenBorderCrisis

#AfricanAmerican

#BidenAdministration",1
"But we have been told there is no crisis at our border. Thank God we have plenty of overpaid babysitters-in-waiting in our oversized federal bureaucracy. 
#BorderCrisis",0
"So the parents of the 2 little girls thrown over the wall at border by Coyotes are already in US

There is NOTHING loving about leaving your children behind & then putting them in hands of criminal smugglers. What kind of values are we importing into the US?

#BidenBorderCrisis",0
"What a joy it's been thus far conceptualizing a model for re-orienting #CareerCenter services for #Immigrant #CollegeStudents w/
, #NataliaDavila & #LaDrekaKarikari. We're getting there!

#FundsOfKnowledge & #CriticalTheoryOfLove are leading us there!",0
"The #BidenBorderCrisis has the potential to impact all American communities, no matter how far from the Southern Border they are.

Open border policies make every town a border town.",1
Kamala Harris has gone 18 days without a news conference since being tapped for border crisis role #FoxNews - the #bordercrisis is literally spiraling out of control and #KamalaHarris is #MIA. Disgraceful- she is inept & absent her duty to ALL Americans!,1
"Kati Kariko overcame a lack of funding and the doubt of her peers to pioneer the mRNA technology that enabled the COVID-19 vaccine. 
 is also an #immigrant who came to the United States with less than $2,000 to her name.",0
"By the numbers, the #BidenBorderCrisis is spiking the danger for our country and our citizens.

We need to stop these open border polices and go back to what worked during the Trump administration.

#SecureTheBorder #BuildTheWall",1
"For all the little girls being raped on the border what say you? Big deal, with your story. help these innocent children. ⁦
⁩ #bordercrisis 

Have some empathy. #thatlittlegirl is being abused on the border.",0
".
's border coordinator is ALREADY stepping down as Democrats' #BidenBorderCrisis gets worse:

record number of migrants cross the border
record number of unaccompanied minors cross the border
record number of “got aways” cross the border",1
"The Volunteer State is loving and welcoming, but no child should be put in this perilous position of making the journey north at the hands of smugglers. Chattanooga is now a border town because of Biden’s failed open-border policies. #BidenBorderCrisis",0
"What Biden should do:
 reinstate the 'Remain in Mexico' policy established by the prior administration

What Biden will do:
 nothing

Texas is responding to the #BidenBorderCrisis.

It's time for Biden to do the same.",1
"A top 
 official charged with caring for unaccompanied #Immigrant children has described the surge of #IllegalAliens as “unprecedented,” while adding that the temporary shelters are providing “a crisis standard of care” to the minors.",0
"Just In- Garden Grove police release video of suspect who barricaded himself in officer's car, fired assault rifle #southerncalifornia #crime",0
"Tennessee Gov. Bill Haslam (R) is pushing legislation that would make several changes to the state's juvenile justice policies and spending plans

.
.
#justice #seekingjustice #justicesystem #justicereform #justicereformnow #criminaljustice #crime #legal",0
"Our country faces a health, humanitarian, and national security crisis at the southern border, with illegal crossings at a 15-year high. Isn’t 
 Harris supposed to be handling this situation? Where is she? #BidenBorderCrisis",1
"President Biden appointed VP Harris to oversee the border more than 3 weeks ago. The crisis continues to get worse, but the VP has not traveled to the border or shared any plans to address this crisis. 

It’s time to put an end to the #BidenBorderCrisis",1
"Paging Dr. Fauci! No social distancing here folks! - #BorderCrisis 
Source: US Border Patrol Del Rio Sector, April 13, 2021",1
"Customs and Border Protection announced Tuesday the discovery of 20 undocumented immigrants hidden under the floorboards of a flatbed trailer on Monday. Two children, aged 10 and 15 were found trapped under the trailer boards. #BidenBorderCrisis",0
"Every time the subject of Clueless Joe's #BorderCrisis comes up, Harris immediately screams, ""Not it!"" and then cackles maniacally. 

* it's kind of weird how reporters never grill Joe about it, since he put her in overall charge of the whole mess.",1
"Democrats want you to believe the #BidenBorderCrisis is nothing more than families & children, but that’s far from the whole story.

In the first half of FY21, CBP detained 265 sex offenders, 576 people convicted of violent crimes and 982 drug offenders.",0
"Join us Apr. 27 2021 12:30-2:30 PM EDT Migration Working Group: Inclusion & support of immigrant & refugee students. Irina Isaakyan, Senior Research Associate 
, chairs the meeting on inclusion & support of #immigrant & #refugee students",0
"If you see kids being dropped off at the border and think “I would never do that to my child” that should trigger sympathy for the family, not anger. These are not 50,000 bad parents. These are 50,000 desperate families. What would Jesus do? #BorderCrisis #BorderCarnival_Hype",0
"Black Lives Matter is a racist organization. It needed to be said.

#blm #BlackLivesMatter #AsianLivesMatter #AllLivesMatter #ThisIsUs #dogecoin #WhiteLivesMatter #BidenBorderCrisis 
#Minneapolis #GeorgeFloyd #CNNExposed #ExposeCNN #BLMScam #BLMRiots #BLMRiots2021",0
"Until the Biden administration can figure out the #BidenBorderCrisis , why not transport all of the illegal migrants (adults and children) to DC, where they are much more equipped to handle them.",0
This is unacceptable! This is Biden’s border crisis and I’m going to continue to fight to make sure Texans are not footing the bill. #bordercrisis #immigration,1
"BORDER CZAR: #KamalaHarris one year ago at the Border decrying the US Government’s “Human Rights Abuse.” Guess someone should tell her Biden has far increased the amount being detained. Maybe then she’d go to the border! 
#BidenBorderCrisis 
#Biden",1
"The Democratic left are now defending under #Biden practices that they denounced under #Trump.

But kids in cages are kids in cages, no matter which party puts them there.

#BidenBorderCrisis #AOC",0
"Waiting for #fakenews #CNN #NYTimes #MSNBC to rake #Biden over the coals for HIS #BidenBorderCrisis & double standards.

#migrants #CNNPropaganda #NYTimesPropaganda #COVID19Vaccine #BidensAmerica",0
Move the #StatueOfLiberty to the southern #border & install it near the wall; it's more economical than finishing the wall: and build affordable housing & social service centers nearby to accommodate migrants. Welcome! #BorderCrisis #BidenBorderCrisis,0
"Haven't the parade of people coming across the border heard that our country is institutionally racist? And yet, “brown people” keep heading towards white supremacist America in the hopes of a better life.
#bordersurge #bordercrisis #borderwall #openborders",1
"Takuji Yamashita moved from Japan to Washington in 1893. He graduated from law school, and his words from a 1907 protest still resonate today: “You have a great duty to elevate others to the same plane as yourselves.” 

#CelebrateImmigrants #Immigrant",0
"Speak up & demand that 
 applies ALL travel health requirements & screening procedures to everyone equally & fairly at the border.

#BidenBorderCrisis #SafeBorders",0
"There is nothing humane about seeing children sleeping on floors in pens after human smugglers abandoned them.

This situation was entirely predictable and totally avoidable


 
#BidenBorderCrisis",0
"Border Patrol agents and 
 deputies arrest an #IllegalImmigrant accused of raping & robbing another as the two were part of a group crossing the desert. #IllegalImmigration #BorderCrisis #Arizona",1
"New polling from Pew Research shows almost half of Americans (48%) view illegal immigration in the US as a “very big problem,” compared to just 28% last June.

Americans are fed up with the #BidenBorderCrisis",1
"Coming up: 
 joins the 
 to discuss her take on the #BidenBorderCrisis. Patrice, who's a first-generation immigrant, has a unique outlook on the senseless and reckless policies at the border. 

Tune in now to 
!",1
"Just last week in a 
 hearing, we discussed how fentanyl use and the opioid epidemic have grown in the past year. These new numbers show how the #BidenBorderCrisis is making the problem worse.

We must work to end this crisis and save lives.",0
"After hearing arguments, US Supreme Court may block green-card applications for permanent residency from people who entered the US illegally. 
172,000 illegally entered US last month,
highest number in 20 years.
#BorderCrisis #Border 
#TuesdayMorning",1
"Time to conserve our ground water, wildlife and the ecosystems we all depend on. #Weareallconnected The #borderwall must come down and we must restore our borderlands.",0
"Biden & Harris call the Floyd family after the verdict, but can’t make it to the border to help the children being raped and trafficked. I see. 
#BidenBorderCrisis",0
"The newest Copeland Fellow: YO Rolake Alabi, MD, draws from her family’s #immigrant experience to advocate for her patients and for #ophthalmology #YOInfo",1
"En Michigan, no necesita documentación para recibir la vacuna.

Check out this story from Second Wave Media on local efforts by 
 and 
 to support the health and wellbeing of #immigrant workers and families during the pandemic.",0
"There are approx. 22 thousand children who have been separated from their parents at the border and are in the US govt's custody. 

What happened to your big great plan? Why are you not doing ANYTHING?! How is this helping? 
 

#BidenBorderCrisis #NoHumanIsIllegal",0
"In celebration of #NationalVolunteerWeek, we wanted to recognize the amazing contribution of our #TRIECPINs leaders, who volunteer their time to help #immigrant professionals continue their #careers in #Canada through their associations. Thank you so much!",0
"Why is 
 seeking to make America’s #BorderCrisis even worse? I explain in 
 that the agency profited from its opposition to #Trump’s policies, even as it abandoned its Jewish mission. Now it’s gaslighting the public by denying reality.",0
"Unlike politicians, numbers don’t lie—the #BidenBorderCrisis is getting exponentially worse.

So what can states do to protect their own while the Biden Admin makes an already terrible situation, worse?
 gives us THE REAL STORY 
:",1
"Lagi't-lagi para sa bayan! 

• Her commitment and dedication to the national team and sport she loved. 
• She uses her influence and stand for what is right for the betterment of our country. 

What a day for Alyssa Valdez and she proves that she is a phenomenal woman.",0
This was so satisfying to watch. Any man who thinks he has a right to a woman’s body deserves to burn in fucking Hell. #ParkJoongGil #LeeSooHyuk #TomorrowEp10,0
"I believe in family values, I believe in duty, I believe in discipline, I believe in fairness, I believe in being responsible for my actions, I believe there is man and there is woman.
Does this make me far right?",0
"I'm not a woman but I believe in their bodily autonomy.
I'm not black but I believe their lives matter.
I'm not GAY but I believe they should have a right to love whomever they wish.

It isn't about being ""woke"" but having compassion, acceptance, and understanding for others.",1
"I sent my Granny to the District Hospital today since 8am, and as I'm typing this I withnes 2 dead bodies (woman & man) right in front of me for the first time. The woman was brought in around 11am and the man, 6pm.",0
"If a black woman can be a Viking leader based on a non-black historical figure, a white male can be Shaka Zulu, right?",1
as a single woman with no kids i feel i have the right to be selfish with my time/energy,1
WATCH: President #Kagame: Gender equality is a right. It is not something we should thank men for.a woman doesn't owe you anything. If anything you owe each other.you owe each other respect.,0
"Meghan Markle says women should empower women. 

Remember when she used this woman on the left to take the p*ss out of this woman on the right. 

I do hope MM and the Juggler dont turn up at the Queens Jubilee.",0
"If you see me agreeing with a woman on here, I'm not trying to get any cookie points. I have at home, I'm agreeing with her because she's right. It's that simple.",0
"1/2 In Roe, the SCOTUS used the right to privacy, as derived from the 14th Amendment, to extend the right of privacy to encompass a woman's right to have an abortion: ""This right of privacy . . . founded in the Fourteenth Amendment's concept of personal liberty and restrictions",1
Obviously when a woman carries a child for 9 months she has every right to name him/her whatever she wants but some of these modern baby names sound insane to me. What ever happened to names like Matthew or Stephanie,1
"The fact that people till this day believe that trans woman have an “advantage “ in sports like hormone therapy isn’t right there , if anything it makes you worse at what ur doing",0
"What can’t we do! Congratulations to 
, the first Black woman who will complete an International Space Station long-term mission! She’s in space right NOW, y’all! #RepresentationMatters #astronaut #blackgirlsdospace",0
"Imagine being on a dating app and having to list your genital configuration in your profile as it saves time from awkward messages.
That’s being a trans woman right now.",0
"Labour's achievements for women's rights in 2022:

1. Leader doesn't know what a woman is when asked.

2. Deputy Leader deliberately flashes her ""ginger growler"" to put ministers off.",0
"“A woman doesn’t get her right from a man. Gender equality is a right.” - Uncle K coming through with the sermon.

In #SierraLeone govt talks about “radical inclusion” but it’s just another catchphrase picked up to collect donor. 

In Rwanda they believe it and do it!",0
"the last thing i’ll say on this: to belong to a fandom that headcanons james as indian and then invalidate the feelings of an indian woman doesn’t sit right with me. feeling very hurt and small right now, but i was not wrong in expressing how i felt.",0
"Some weekend reading — every Republican running for #PAGov will outlaw abortion in Pennsylvania.

 
 is the only candidate who will fight to defend a woman’s right to choose in Pennsylvania.",0
"To buy into gender ideology, you have to believe on some level that there’s a right & wrong way to be a boy or girl or man or woman. You also have to deny to yourself that you believe this and project this belief on people who don’t think there’s a wrong way to be male or female.",0
"There is no one I would trust more to be President of the United States more right now than President Joe Biden. Nobody understands the gravity of everything that is at stake at home and abroad right now better than him. Well, there’s one woman, but we missed that boat in 2016.",0
"Interesting that the parties that oppose trans rights here and use phrases like ""we know what a woman is"" (TUV, Aontú) are also rabidly anti-choice, isn't it? The unspoken sentence is ""we know what a woman is to us, an incubator with legs"".",0
"I loved KD & Anji's friendship. I know Anji's disappointed and hurt by KD's sudden change of behavior. However, she is an empowered woman of God. She will never cry a river for a guy who doesn't treat her right. Sweethearts, tanggapin niyo nalang na di bitter si Anji sa KD niyo!",1
Was standing right next to HAO during the game yesterday and she was so sweet! We asked her how come she didn’t sit in the family/guest section and she responded “I’m a woman of the people”. Was honestly so nice to meet her,0
The threats to abortion rights are growing and the Republican Party is moving quickly toward their ultimate goal: ending the right for a woman to make decisions about her own body and eliminating access to an abortion altogether.,1
not to be anti-woman or anything but i do think childbirth would be easier than being a fan of this show right now,0
"I suppose the one good thing to come out of #gingergrowler & the misogyny claimed by AirPods Rayner, Labour and the left wing media is that they’ve finally admitted what a woman is.
Right?",0
"Hey, 
 , I’m stumped. The GOP is handing you a gift that will get women voters to the polls by attacking Roe v Wade. Yet, I’ve seen zero ads about it. A woman’s right to choose is supported by the majority of Americans. This is fact. Use it!",1
"A strong majority of Americans support Roe v. Wade. 

Some GOP politicians want to roll back protections for legal abortion.

You can help protect a woman's right to choose. Help us register more Democrats.

 #RegisterDemocrats #Voterizer",1
"I can’t imagine a woman being raped and forced to carry the child if she’s impregnated. That’s wrong! Right wing nut job politicians, armed with their Sunday school BS, come up with the most callous arguments, seemingly leaving out the woman right and thinking of the rapist’s.",1
"My friend Heidi is running for Congress! She’s a bad ass woman. She’s an ally to the LGBTQ+ community & fighting to protect female & basic human rights in my home state. It’d be incredible to have a genuine person like her representing Tennessee. Please share/follow 
!",1
"When I was a kid in the 1980s, it seemed like so many movies, songs, jokes, etc had a moment in which you were told that if you were with a woman and then it turned out she had a dick that you were well within your rights to beat or even kill her",1
"I'm looking to follow more progressives on here. 

Do you advocate for affordable healthcare, voting rights, LGBTQ+ rights, a woman's right to choose, anti-racism, mental health awareness, kindness and compassion?",1
"If you’re looking for your next up & coming 1/1 artist, its this woman right here. South Asian, Minority, WOC, and now SOLD OUT. 
Did I say sold out? 
#RepresentationMatters #SupportSmallArtists",0
"What an amazing woman.
 
“What right do you have to refuse the court’s order? A justice named Ostis Moore demanded angrily, according to news coverage at the time.
The First Amendment of the Constitution, Murphy replied.”",1
Many asking why HE was shaved. Well sSHE is a beautiful woman and she was shaved because that’s her right as a girl,1
"""Today’s progressive can’t even tell you what a woman is. The right may be inconsistent in its support of free speech, individual rights and women’s rights, but the left is consistent in its opposition to all three.""

by",1
"A woman should have the right to decide freely what substance is being injected in her body, without pressure, threats or coercion.",1
"As a man, I know this isn't my fight, per se, but I stand with a woman's RIGHT to choose.",1
"John Roberts is pissed the Court couldn’t keep something to themselves 
about
a woman’s right to keep something to themselves…",1
"We support a woman’s right to choose, an LGBTQ+ person’s right to exist, and a person of color’s right to equity. 

These are non negotiable.",1
Shoutout to all the guys I know who have personally benefited from a woman’s right to choose. Todays a great day to have our backs.,1
"'How dare [Republicans] tell a woman what she can do, and cannot do, with her own body?' — Vice President Kamala Harris remarks on how 'women’s rights in America are under attack' #RoeVWade",1
A life doesn’t belong to the woman carrying it . It belongs to God. Life is a miracle and considering abortion a woman’s right is to institutionalize the right to kill.,0
"I hope all the anti vax and anti mask folks carry the same energy for a woman’s right to abortions. My body my choice, right?",1
"My opponent says that overturning Roe v. Wade and ending protections for a woman's right to choose is a ""historic victory.""

I trust women and their doctors to make the health care decisions that are best for them — not politicians.",1
I joined my colleagues this evening to rally for reproductive rights. We must protect a woman’s right to choose. The Supreme Court’s pending decision to strike down #RoeVsWade will violate the decades long protections to women for access to safe and legal abortions across the U.S,1
We can both codify Roe in Washington and get back to Madison to protect a woman’s right to choose in the state of Wisconsin. We have a duty to act now!,1
"Amy Klobuchar
It is a fundamental right for a woman to make her own health decisions. We must protect the right to choose and codify Roe v Wade into law.",1
"The vast majority of Americans favor a woman’s right to choose! The minority making the decisions for the majority is not how you govern, it’s how you rule! #RoeOverturned #MoreToCome #TeamDl",1
"Today and everyday, the 
 will defend a woman’s right to choose. 

Abortion is health care. 

Abortion is a human right. 

(P.S. How lucky am I to work with these women? )

#ableg",1
"VP Kamala Harris at Emily's List event on abortion rights: ""Some Republican leaders are trying to weaponize the use of the law against women. How dare they? How dare they tell a woman what she can and cannot do with her own body? .",1
"Speaking now : 
 Kamala Harris on 
 

"" How DARE they deny a Woman's right 
 to make her own #decision ?!? "" 

#ProDECISION",1
"A 70 year old woman hugged me tight today. She couldn't believe she is marching again for reproductive rights + abortion access.

It reminded me of an older Black man in tears last year in disbelief that his grandchildren are marching for the same rights he fought for.",1
Which of the Supreme Court justices do you think lied to the Senate during their confirmation hearings regarding saying they would honor precedent in regards to a woman’s right to choose ?,1
"The left can't define what a woman is, but apparently ""she"" has the right to have an abortions at anytime during a pregnancy. Also, men can somehow get pregnant. Because sCiEnCe.",1
